-2.1429e-06,3.4103e-19,0,3.4103e-19,6.006e-05,0,0,0,0,1,0,106.5,1,0.5
-2.1328e-06,-2.9669e-19,0,-2.9669e-19,6.0018e-05,0,0,0,0,1,1,106.5,2,0.5
-2.1452e-06,-5.0782e-20,0,-5.0782e-20,5.9932e-05,0,0,0,0,1,2,106.5,3,0.5
-2.1314e-06,2.3128e-19,0,2.3128e-19,5.9808e-05,0,0,0,0,1,3,106.5,4,0.5
-2.1398e-06,1.1948e-19,0,1.1948e-19,5.9637e-05,0,0,0,0,1,4,106.5,5,0.5
-2.1289e-06,2.6781e-19,0,2.6781e-19,5.9428e-05,0,0,0,0,1,5,106.5,6,0.5
-2.1323e-06,1.2905e-19,0,1.2905e-19,5.9173e-05,0,0,0,0,1,6,106.5,7,0.5
-2.1245e-06,-4.9642e-20,0,-4.9642e-20,5.888e-05,0,0,0,0,1,7,106.5,8,0.5
-2.1228e-06,-1.7595e-20,0,-1.7595e-20,5.8541e-05,0,0,0,0,1,8,106.5,9,0.5
-2.118e-06,6.5583e-21,0,6.5583e-21,5.8165e-05,0,0,0,0,1,9,106.5,10,0.5
-2.1113e-06,2.3978e-20,0,2.3978e-20,5.7744e-05,0,0,0,0,1,10,106.5,11,0.5
-2.1092e-06,1.2737e-19,0,1.2737e-19,5.7286e-05,0,0,0,0,1,11,106.5,12,0.5
-2.0975e-06,2.0295e-19,0,2.0295e-19,5.6784e-05,0,0,0,0,1,12,106.5,13,0.5
-2.0979e-06,1.8443e-19,0,1.8443e-19,5.6246e-05,0,0,0,0,1,13,106.5,14,0.5
-2.0814e-06,6.0437e-20,0,6.0437e-20,5.5666e-05,0,0,0,0,1,14,106.5,15,0.5
-2.0842e-06,-9.4399e-20,0,-9.4399e-20,5.5051e-05,0,0,0,0,1,15,106.5,16,0.5
-2.0629e-06,-6.4506e-20,0,-6.4506e-20,5.4396e-05,0,0,0,0,1,16,106.5,17,0.5
-2.0679e-06,-4.9407e-20,0,-4.9407e-20,5.3707e-05,0,0,0,0,1,17,106.5,18,0.5
-2.0419e-06,-3.4587e-20,0,-3.4587e-20,5.2981e-05,0,0,0,0,1,18,106.5,19,0.5
-2.0489e-06,-5.8656e-20,0,-5.8656e-20,5.2223e-05,0,0,0,0,1,19,106.5,20,0.5
-2.0182e-06,-5.5534e-20,0,-5.5534e-20,5.1431e-05,0,0,0,0,1,20,106.5,21,0.5
-2.0271e-06,-1.5409e-20,0,-1.5409e-20,5.0608e-05,0,0,0,0,1,21,106.5,22,0.5
-1.9916e-06,-1.3288e-20,0,-1.3288e-20,4.9755e-05,0,0,0,0,1,22,106.5,23,0.5
-2.0023e-06,-8.3492e-20,0,-8.3492e-20,4.8874e-05,0,0,0,0,1,23,106.5,24,0.5
-1.9621e-06,-8.3258e-20,0,-8.3258e-20,4.7964e-05,0,0,0,0,1,24,106.5,25,0.5
-1.9743e-06,-3.7262e-20,0,-3.7262e-20,4.7031e-05,0,0,0,0,1,25,106.5,26,0.5
-1.9293e-06,-6.2179e-20,0,-6.2179e-20,4.6072e-05,0,0,0,0,1,26,106.5,27,0.5
-1.943e-06,-3.094e-20,0,-3.094e-20,4.5093e-05,0,0,0,0,1,27,106.5,28,0.5
-1.8931e-06,3.4911e-20,0,3.4911e-20,4.4092e-05,0,0,0,0,1,28,106.5,29,0.5
-1.9083e-06,8.4763e-20,0,8.4763e-20,4.3073e-05,0,0,0,0,1,29,106.5,30,0.5
-1.8534e-06,4.2365e-20,0,4.2365e-20,4.2036e-05,0,0,0,0,1,30,106.5,31,0.5
-1.8698e-06,-9.214e-21,0,-9.214e-21,4.0985e-05,0,0,0,0,1,31,106.5,32,0.5
-1.8098e-06,7.576e-20,0,7.576e-20,3.992e-05,0,0,0,0,1,32,106.5,33,0.5
-1.8273e-06,1.4559e-19,0,1.4559e-19,3.8843e-05,0,0,0,0,1,33,106.5,34,0.5
-1.7621e-06,8.0877e-20,0,8.0877e-20,3.7757e-05,0,0,0,0,1,34,106.5,35,0.5
-1.7806e-06,3.4012e-21,0,3.4012e-21,3.6663e-05,0,0,0,0,1,35,106.5,36,0.5
-1.7099e-06,9.5986e-23,0,9.5986e-23,3.5562e-05,0,0,0,0,1,36,106.5,37,0.5
-1.7293e-06,-6.3688e-20,0,-6.3688e-20,3.4457e-05,0,0,0,0,1,37,106.5,38,0.5
-1.653e-06,-5.5113e-20,0,-5.5113e-20,3.3349e-05,0,0,0,0,1,38,106.5,39,0.5
-1.6732e-06,-2.5567e-20,0,-2.5567e-20,3.224e-05,0,0,0,0,1,39,106.5,40,0.5
-1.5909e-06,-1.3946e-20,0,-1.3946e-20,3.1131e-05,0,0,0,0,1,40,106.5,41,0.5
-1.6118e-06,-3.1925e-21,0,-3.1925e-21,3.0025e-05,0,0,0,0,1,41,106.5,42,0.5
-1.5233e-06,-8.7911e-20,0,-8.7911e-20,2.8922e-05,0,0,0,0,1,42,106.5,43,0.5
-1.5447e-06,-1.332e-19,0,-1.332e-19,2.7825e-05,0,0,0,0,1,43,106.5,44,0.5
-1.4497e-06,-4.7559e-20,0,-4.7559e-20,2.6734e-05,0,0,0,0,1,44,106.5,45,0.5
-1.4713e-06,-1.6561e-20,0,-1.6561e-20,2.5652e-05,0,0,0,0,1,45,106.5,46,0.5
-1.3695e-06,-1.6304e-20,0,-1.6304e-20,2.4579e-05,0,0,0,0,1,46,106.5,47,0.5
-1.3913e-06,-3.8244e-21,0,-3.8244e-21,2.3517e-05,0,0,0,0,1,47,106.5,48,0.5
-1.2821e-06,-3.9618e-21,0,-3.9618e-21,2.2467e-05,0,0,0,0,1,48,106.5,49,0.5
-1.3038e-06,3.9519e-20,0,3.9519e-20,2.1431e-05,0,0,0,0,1,49,106.5,50,0.5
-1.1868e-06,-5.5676e-21,0,-5.5676e-21,2.041e-05,0,0,0,0,1,50,106.5,51,0.5
-1.2082e-06,-5.2219e-21,0,-5.2219e-21,1.9404e-05,0,0,0,0,1,51,106.5,52,0.5
-1.0829e-06,3.9684e-21,0,3.9684e-21,1.8416e-05,0,0,0,0,1,52,106.5,53,0.5
-1.1038e-06,-6.2905e-21,0,-6.2905e-21,1.7445e-05,0,0,0,0,1,53,106.5,54,0.5
-9.694e-07,1.8418e-20,0,1.8418e-20,1.6493e-05,0,0,0,0,1,54,106.5,55,0.5
-9.895e-07,3.648e-20,0,3.648e-20,1.5562e-05,0,0,0,0,1,55,106.5,56,0.5
-8.4537e-07,6.7758e-20,0,6.7758e-20,1.4651e-05,0,0,0,0,1,56,106.5,57,0.5
-8.6431e-07,1.8099e-20,0,1.8099e-20,1.3762e-05,0,0,0,0,1,57,106.5,58,0.5
-7.0962e-07,-2.7864e-20,0,-2.7864e-20,1.2895e-05,0,0,0,0,1,58,106.5,59,0.5
-7.2702e-07,5.7685e-21,0,5.7685e-21,1.2051e-05,0,0,0,0,1,59,106.5,60,0.5
-5.6083e-07,3.4637e-20,0,3.4637e-20,1.1231e-05,0,0,0,0,1,60,106.5,61,0.5
-5.7627e-07,4.156e-20,0,4.156e-20,1.0436e-05,0,0,0,0,1,61,106.5,62,0.5
-3.9749e-07,2.7708e-21,0,2.7708e-21,9.6652e-06,0,0,0,0,1,62,106.5,63,0.5
-4.105e-07,-8.7415e-21,0,-8.7415e-21,8.92e-06,0,0,0,0,1,63,106.5,64,0.5
-2.1789e-07,7.5744e-21,0,7.5744e-21,8.2006e-06,0,0,0,0,1,64,106.5,65,0.5
-2.2794e-07,2.5763e-20,0,2.5763e-20,7.5072e-06,0,0,0,0,1,65,106.5,66,0.5
-2.0081e-08,-4.8538e-21,0,-4.8538e-21,6.8403e-06,0,0,0,0,1,66,106.5,67,0.5
-2.6505e-08,-2.5181e-20,0,-2.5181e-20,6.2e-06,0,0,0,0,1,67,106.5,68,0.5
1.9832e-07,-7.9854e-20,0,-7.9854e-20,5.5865e-06,0,0,0,0,1,68,106.5,69,0.5
1.9636e-07,-6.3553e-20,0,-6.3553e-20,4.9998e-06,0,0,0,0,1,69,106.5,70,0.5
4.4028e-07,-8.2533e-21,0,-8.2533e-21,4.4399e-06,0,0,0,0,1,70,106.5,71,0.5
4.4395e-07,5.6481e-20,0,5.6481e-20,3.9069e-06,0,0,0,0,1,71,106.5,72,0.5
7.0972e-07,6.5656e-20,0,6.5656e-20,3.4006e-06,0,0,0,0,1,72,106.5,73,0.5
7.2067e-07,-2.2523e-24,0,-2.2523e-24,2.9208e-06,0,0,0,0,1,73,106.5,74,0.5
1.0118e-06,2.5082e-20,0,2.5082e-20,2.4673e-06,0,0,0,0,1,74,106.5,75,0.5
1.0322e-06,2.0898e-20,0,2.0898e-20,2.0398e-06,0,0,0,0,1,75,106.5,76,0.5
1.3529e-06,-8.1413e-21,0,-8.1413e-21,1.638e-06,0,0,0,0,1,76,106.5,77,0.5
1.3853e-06,-1.0468e-20,0,-1.0468e-20,1.2614e-06,0,0,0,0,1,77,106.5,78,0.5
1.7407e-06,-1.0296e-20,0,-1.0296e-20,9.0956e-07,0,0,0,0,1,78,106.5,79,0.5
1.7876e-06,1.1661e-20,0,1.1661e-20,5.8191e-07,0,0,0,0,1,79,106.5,80,0.5
2.183e-06,3.0138e-20,0,3.0138e-20,2.7797e-07,0,0,0,0,1,80,106.5,81,0.5
2.247e-06,2.0085e-20,0,2.0085e-20,-3.0615e-09,0,0,0,0,1,81,106.5,82,0.5
2.6885e-06,2.9075e-21,0,2.9075e-21,-2.6171e-07,0,0,0,0,1,82,106.5,83,0.5
2.7722e-06,-2.9393e-20,0,-2.9393e-20,-4.9891e-07,0,0,0,0,1,83,106.5,84,0.5
3.2672e-06,-7.636e-21,0,-7.636e-21,-7.1526e-07,0,0,0,0,1,84,106.5,85,0.5
3.3742e-06,3.4065e-20,0,3.4065e-20,-9.1182e-07,0,0,0,0,1,85,106.5,86,0.5
3.9328e-06,2.2338e-20,0,2.2338e-20,-1.0892e-06,0,0,0,0,1,86,106.5,87,0.5
4.0687e-06,2.5865e-20,0,2.5865e-20,-1.2486e-06,0,0,0,0,1,87,106.5,88,0.5
4.7052e-06,1.1776e-20,0,1.1776e-20,-1.3908e-06,0,0,0,0,1,88,106.5,89,0.5
4.8783e-06,-3.1363e-20,0,-3.1363e-20,-1.5168e-06,0,0,0,0,1,89,106.5,90,0.5
5.6127e-06,-1.7659e-20,0,-1.7659e-20,-1.6275e-06,0,0,0,0,1,90,106.5,91,0.5
5.8346e-06,5.5372e-20,0,5.5372e-20,-1.7242e-06,0,0,0,0,1,91,106.5,92,0.5
6.6951e-06,7.7924e-20,0,7.7924e-20,-1.8075e-06,0,0,0,0,1,92,106.5,93,0.5
6.9826e-06,3.0333e-21,0,3.0333e-21,-1.8788e-06,0,0,0,0,1,93,106.5,94,0.5
8.0102e-06,1.4838e-20,0,1.4838e-20,-1.9388e-06,0,0,0,0,1,94,106.5,95,0.5
8.3889e-06,3.9952e-20,0,3.9952e-20,-1.9888e-06,0,0,0,0,1,95,106.5,96,0.5
9.6477e-06,-5.8904e-21,0,-5.8904e-21,-2.0296e-06,0,0,0,0,1,96,106.5,97,0.5
1.0159e-05,-7.3277e-20,0,-7.3277e-20,-2.0623e-06,0,0,0,0,1,97,106.5,98,0.5
1.1758e-05,-4.9297e-20,0,-4.9297e-20,-2.0876e-06,0,0,0,0,1,98,106.5,99,0.5
1.2478e-05,-7.9094e-21,0,-7.9094e-21,-2.1068e-06,0,0,0,0,1,99,106.5,100,0.5
1.4623e-05,-2.9735e-20,0,-2.9735e-20,-2.1204e-06,0,0,0,0,1,100,106.5,101,0.5
1.5718e-05,-4.1972e-20,0,-4.1972e-20,-2.1296e-06,0,0,0,0,1,101,106.5,102,0.5
1.8901e-05,-3.333e-20,0,-3.333e-20,-2.1347e-06,0,0,0,0,1,102,106.5,103,0.5
